id,pNumber,mNumber,alpha,beta
IPI00114162.3;IPI00876563.1;IPI00890241.1;IPI00378311.2,1.75789145e6,16.2,2.05,2348.03
IPI00466032.3;IPI00108271.1,2.41155635e6,13.35,1.26,5683.23
IPI00453777.2;IPI00831453.1,1.0872271e6,113.6,7.08,331.85
IPI00321718.4;IPI00880977.1;IPI00651865.1;IPI00880826.1,2.18712882e6,85.63,7.8,663.11
IPI00130185.1;IPI00875406.1;IPI00671690.3;IPI00753784.1,2.78351145e6,229.18,14.99,602.49
IPI00263899.6,1.62177618e6,79.61,6.48,733.41
IPI00122568.3;IPI00858039.1,2.31576565e6,140.86,10,441.31
IPI00458583.3,2.43029647e6,143.69,11.74,473.85
IPI00117910.3;IPI00831115.3,2.98549471e6,98.11,7.46,814.81
IPI00314467.3;IPI00379974.4;IPI00475139.1,2.64022572e6,256.61,19.44,298.32
IPI00123639.1,2.7083251e6,315.48,13.68,246.57
IPI00875110.1;IPI00318614.9;IPI00857308.1,2.29503439e6,75.32,6.47,
IPI00118986.1;IPI00461407.1,2.05945181e6,130.38,9.04,410.04
IPI00119224.1,2.30978146e6,176.35,15.45,504.79
IPI00129430.1;IPI00849080.1,2.22573558e6,57.29,4.08,984.48
IPI00230440.6;IPI00758028.2;IPI00750092.1,1.98497266e6,11.62,0.91,4414.95
IPI00223047.2;IPI00129142.2;IPI00230561.1;IPI00230563.1;IPI00230562.1;IPI00850547.1,1.7500325e6,63.11,5.47,805.27
IPI00113536.3;IPI00831258.1,2.10457014e6,205.3,13.99,331.45
IPI00648173.1;IPI00169916.11;IPI00649850.2;,2.17319068e6,132.58,9.1,454.09
IPI00828225.1;IPI00230422.6,1.6089481e6,78.25,5.08,593.63
IPI00420807.3;IPI00457656.3;IPI00515505.3,2.13818126e6,49.95,4.11,1307.45
IPI00742334.1;IPI00323881.1,2.4039309e6,125.05,8.92,606.08
IPI00830581.1;IPI00626132.3;IPI00320847.10,1.91500033e6,47.58,3.59,
IPI00131176.1,2.43691415e6,,,
IPI00128760.1;IPI00116718.1;IPI00849320.1;IPI00849842.1;IPI00408149.3;IPI00858089.1;IPI00849430.1;IPI00653631.1,2.13401424e6,28.65,2.07,2340.74
IPI00113849.1,2.29528294e6,78.5,5.78,1033.07
IPI00228633.7;IPI00914132.2,2.52763822e6,92.48,4.37,756.56
IPI00112414.1,2.67770899e6,35.81,2.98,2247.8
IPI00129512.3,2.25018583e6,213.44,14.39,304.67
IPI00130118.1,1.94947671e6,40.29,3.06,1663.98
IPI00323971.2;IPI00624746.2,2.01659894e6,,17.58,
IPI00649986.2;IPI00124225.3;,1.78556617e6,51.53,5.97,887.49
IPI00165706.1;IPI00849725.1;IPI00751963.1;IPI00848631.1;IPI00880594.1;IPI00881242.1;IPI00848890.1;IPI00379383.3;IPI00761765.2;IPI00357212.1;IPI00849086.1;IPI00345952.5;IPI00403962.3;IPI00849573.1;IPI00850868.1,2.13981994e6,,,
IPI00230150.1;IPI00849418.1;IPI00850040.1,1.42848556e6,,29.44,
IPI00284806.8,1.99944901e6,48.44,3.83,1333.44
IPI00124709.3;IPI00928040.1;IPI00928077.1,1.60370179e6,166.6,14.55,276.32
IPI00421223.3,2.11784289e6,187.34,14.24,417.48
IPI00116308.1,2.27628767e6,116.36,8.37,594.43
IPI00124742.3,1.60672786e6,140.89,9.59,443.77
IPI00129517.1;IPI00955131.1;IPI00759999.1;IPI00475031.1;IPI00474055.1;IPI00881623.1,1.85153322e6,95.98,8.48,591.88
IPI00122565.1;IPI00416577.1;IPI00461580.1,2.78448373e6,69.76,4.38,1187.61
IPI00420745.7;IPI00890001.1,2.38248003e6,130.05,10.33,512.04
IPI00120716.3,1.93685309e6,,,
IPI00331361.2;IPI00652799.2;IPI00407649.5;IPI00785527.4;IPI00785372.4;IPI00625847.2,1.76445301e6,189.66,12.26,307.89
IPI00330303.7,1.90053448e6,74.96,5.54,767.44
IPI00551236.3;IPI00649157.1;IPI00648723.1,1.25663665e6,,,
IPI00677454.2;IPI00129468.2;IPI00660820.1;IPI00678989.3;IPI00660374.1;IPI00381658.1;IPI00776057.1;IPI00605662.2;IPI00625302.1;IPI00775987.1,2.34729975e6,,6.06,
IPI00119219.2;IPI00785470.1;IPI00458208.1,1.54049855e6,60.01,3.54,819.86
IPI00331597.6,1.7543463e6,,,
IPI00118899.1;IPI00775849.2,2.54692272e6,121.67,7.82,646.73
IPI00121440.4;IPI00848492.1;IPI00757916.1,1.3911004e6,41.8,3.63,1172.83
IPI00130344.3,2.31568815e6,161.73,13.99,485.47
IPI00125267.4,1.18221254e6,43.46,5.26,793.91
IPI00222553.7;IPI00132856.1;IPI00460298.3;IPI00473360.1;IPI00625088.1;IPI00463149.2;IPI00460252.2;IPI00874514.1,2.27345986e6,18.61,1.56,3444.66
IPI00114667.1,2.14983436e6,69.67,6.89,878.4
IPI00126000.1,1.41469626e6,46.76,7.32,990.64
IPI00135869.3;IPI00651918.1;IPI00881168.1,1.64823605e6,2.88,0.19,19290.92
IPI00222515.5,1.89219476e6,61.05,8.32,1014.4
IPI00466919.7;IPI00894579.1,2.6211188e6,102.94,6.34,855.15
IPI00400163.3;IPI00845843.1;IPI00753284.3;IPI00403547.2;IPI00845580.2,1.27005578e6,32.56,2.89,2382.17
IPI00551412.1;IPI00132692.2,1.34873159e6,58.38,6.15,670.16
IPI00126083.3;IPI00653573.1,1.79834821e6,75.53,5.78,868.88
IPI00126716.3;IPI00648352.2;IPI00407909.1;IPI00458502.3;IPI00918622.1;IPI00849305.1,1.5808704e6,,,
IPI00850217.1;IPI00165854.3;IPI00379103.5;IPI00622653.2;IPI00849145.1;IPI00459054.5,1.73910242e6,,,
IPI00114407.2;IPI00122339.3;IPI00311103.1;IPI00850366.1;IPI00377350.1,1.83574943e6,,,
IPI00132799.4;IPI00775783.1,1.63606112e6,125.6,12.72,370.83
IPI00117689.1;IPI00651975.1;IPI00654405.1,2.03789482e6,75.33,4.37,794.79
IPI00226073.2;IPI00798511.1,1.98425193e6,60.32,5.79,1355.65
IPI00480494.2,1.45015906e6,,,
IPI00123755.1;IPI00885607.1,1.29075947e6,,,
IPI00850434.1,2.48393214e6,,,
IPI00313475.1;IPI00750074.1;IPI00751391.2;IPI00776275.1;IPI00775853.1;IPI00776312.1,1.20779195e6,80.62,5.64,497.22
IPI00153702.2;IPI00853967.1,1.29249781e6,11.04,1.26,3584.03
IPI00124223.3,1.96088384e6,51.71,4.78,
IPI00621272.3;IPI00670422.2;IPI00671010.1,1.34400016e6,,17.07,
IPI00118022.1;IPI00876402.1,818450.03,82.98,5.47,294.75
IPI00137227.1;IPI00459917.1,1.65126792e6,68.1,5.48,826.54
IPI00117264.1;IPI00895414.1;IPI00649406.1;IPI00895518.1;IPI00649794.1;IPI00894769.1;IPI00650052.1;IPI00894598.1;IPI00648764.1;IPI00894710.1,1.55682552e6,54.25,4.43,800.18
IPI00131224.1;IPI00930770.1,1.30083122e6,121.05,9.05,490.54
IPI00222763.1;IPI00153743.1;IPI00474169.2;IPI00474158.4,1.5892786e6,37.08,3.4,1276.24
IPI00311344.3,1.46366015e6,,,
IPI00137331.6;IPI00869430.1;IPI00649994.1,2.08460945e6,129.52,9.37,543.08
IPI00474883.2;IPI00269481.7;IPI00776140.1;IPI00406800.4;IPI00776374.1;IPI00649604.1;IPI00776265.1;IPI00112457.1,1.84090373e6,106.41,7.33,543.02
IPI00136912.1;IPI00876231.1,1.72926333e6,100.74,9.32,508.63
IPI00132942.1,1.26639166e6,79.09,5.72,538.72
IPI00117167.2;IPI00759948.1,1.93325293e6,137.64,7.8,366.78
IPI00229961.1;IPI00120495.1;IPI00876109.1;IPI00229962.1;IPI00830289.1;IPI00474360.2,1.66447975e6,153.21,13.74,333.66
IPI00877291.1;IPI00353727.7;IPI00830586.1;IPI00830660.1;IPI00473555.1,1.80769904e6,37.66,3.36,1082.77
IPI00230034.5,1.5727418e6,69.18,4.72,654.77
IPI00653643.3,1.628103e6,,,
IPI00109813.1,2.00666103e6,56.2,4.02,1443.49
IPI00119239.2,1.60454138e6,129.35,9.43,362.79
IPI00132485.2;IPI00467296.2,717323.97,28.09,1.77,920.66
IPI00121758.1;IPI00515147.1;IPI00459625.1;IPI00807899.1,1.97550999e6,23.73,2.09,2332.88
IPI00227392.5;IPI00403324.1,1.34332554e6,65.04,6.12,674.6
IPI00132096.3,1.73914669e6,45,3.67,1019.34
IPI00277930.6,2.0497988e6,116.74,8.37,550.7
IPI00113996.7;IPI00857740.1;IPI00857340.1,1.24456487e6,54.22,3.4,632
IPI00133243.1;IPI00663540.2,2.74078452e6,,,
IPI00134746.5;IPI00457825.2,1.84801749e6,68.8,4.38,830.7
IPI00119138.1,1.47074936e6,45.58,3.7,873.65
IPI00226149.6,1.02338468e6,71.07,8.64,529.77
IPI00661414.2;IPI00775844.1,1.19141327e6,78.93,6.5,458.66
IPI00139637.1;IPI00761970.2,1.50164831e6,,,
IPI00119024.3,1.7985714e6,144.41,13.97,451.21
IPI00116966.8;IPI00857879.1;IPI00857568.1;IPI00858226.1;,1.47321896e6,84.43,7.6,472.28
IPI00119663.3;IPI00474243.1;IPI00830966.1,1.40059496e6,31.99,2.9,1589.68
IPI00126048.2;IPI00844784.1,1.46810838e6,,,
IPI00230042.5,1.23948643e6,9.29,0.67,4792.09
IPI00170008.1;IPI00849497.1;IPI00458676.1;,1.31235137e6,36.19,3.09,1165.23
IPI00775791.1;IPI00110350.1;IPI00404019.1;IPI00919000.1;IPI00919008.1;IPI00918928.1;IPI00919069.1,1.05519585e6,32.4,1.6,982.51
IPI00230507.5;IPI00623553.1;IPI00881799.1;IPI00889805.1,1.31770455e6,114.96,7.25,294.41
IPI00749627.1,1.4823702e6,,,
IPI00648318.1;IPI00269076.3,1.03581006e6,53.57,5.91,518.42
IPI00317902.3;IPI00875197.1;IPI00473542.1,1.46496008e6,46.32,4.2,922.74
IPI00122698.1;IPI00776143.1;IPI00776339.1;IPI00828216.4;IPI00886070.1,1.99786871e6,104.45,8.36,961.11
IPI00128346.1,931091.69,55.32,3.88,666.2
IPI00318048.5;IPI00758218.3,1.37478055e6,147.48,22.92,283.11
IPI00111265.3;IPI00881762.1;IPI00857651.1;IPI00886361.1,1.94557969e6,62.42,6.05,957.69
IPI00115627.4;IPI00380734.2;IPI00620582.2,1.64568528e6,104.59,7.95,510.87
IPI00315463.4,1.05215623e6,16.91,0.83,1829.1
IPI00928300.1;IPI00467338.4,918444.9,104.61,8.35,594.67
IPI00132443.3;IPI00480357.6;IPI00919164.1;IPI00918137.1;IPI00918041.1;IPI00918045.1,1.32860405e6,98.87,7.69,378.1
IPI00458765.2,1.32350075e6,59.22,4.11,750.03
IPI00467914.3;IPI00404590.1,910192.35,24.61,2.96,1034.81
IPI00114560.5,1.27207014e6,39.4,3.52,975.91
IPI00129178.1,1.3750776e6,39.94,2.8,1634.72
IPI00266899.6;IPI00653179.1;IPI00760016.1;IPI00759922.1;IPI00760030.1,1.51249477e6,133.82,9.05,401.99
IPI00625950.2;IPI00128491.1,1.33089216e6,93.86,7.57,410.99
IPI00480507.1;IPI00222760.1;IPI00480440.1,1.28095399e6,107.64,8.31,354.88
IPI00624863.1;IPI00322096.7;IPI00881389.1;IPI00881013.1,1.53000257e6,74.18,5.24,768.72
IPI00929813.1;IPI00123199.1,2.85339474e6,49.24,3.61,2209.74
IPI00136936.1;IPI00881629.1;IPI00230513.1;IPI00881215.1,959110.25,37.47,3.56,734.47
IPI00652987.3;IPI00120691.3,1.27891929e6,82.23,8.58,581.72
IPI00224518.2;IPI00404579.1;IPI00649007.1;IPI00648335.1,1.18574776e6,78.91,5.83,611.96
IPI00130095.1;IPI00654422.1,1.28517691e6,76.76,8.63,608.61
IPI00314748.7,1.27653903e6,149.2,11.55,294.31
IPI00466128.3;IPI00649072.2;IPI00855205.1,1.32513927e6,181.39,11.55,222.67
IPI00133985.1;IPI00856593.1;IPI00807789.1,1.54574222e6,62.74,4.32,720.87
IPI00113262.1,1.37365337e6,62.91,5.38,673.34
IPI00116302.3;IPI00480398.1,1.44641362e6,29.01,2.53,1612.07
IPI00128202.1;IPI00457995.3,1.0410566e6,329.16,19.45,150.91
IPI00378480.1;IPI00955082.1;IPI00137852.5;IPI00665557.4;IPI00652934.3,1.117381e6,38.42,2.93,779.58
IPI00124973.1;IPI00648356.2;IPI00853964.2;IPI00857704.1;IPI00648623.2;IPI00850852.1;IPI00649538.1;IPI00857980.1,1.42495821e6,,,
IPI00123762.2;IPI00626402.1;IPI00648388.1,848147.99,41.99,5.08,584.77
IPI00230682.6;IPI00760000.1;IPI00750790.1,1.15301805e6,59.25,3.88,644.23
IPI00319858.1;IPI00653189.1,760432.45,7.18,0.86,2892.95
IPI00228820.5;IPI00648336.1;IPI00619992.2;IPI00750485.1;IPI00458306.1;IPI00165796.1;IPI00648333.1,1.690152e6,42.29,2.68,
IPI00154004.1;IPI00928020.1;IPI00928217.1,1.46873141e6,60.24,5.09,800.41
IPI00109860.3;IPI00410937.2;IPI00759967.1,1.05082062e6,16.02,1.2,2481.4
IPI00222496.3;,2.0565625e6,112.08,5.91,626.86
IPI00115580.4;IPI00752792.1,1.43370678e6,65.5,5.05,751.3
IPI00480275.1;IPI00118709.1,998231.4,,,
IPI00122350.4;IPI00895322.1;IPI00381275.4;IPI00894794.1,1.00685295e6,45.64,3.69,772.59
IPI00918973.1;IPI00130670.1,1.15375227e6,56.09,3.81,743.82
IPI00318204.5;IPI00676841.1;IPI00653091.1;IPI00654144.1;IPI00554868.2,1.34701047e6,27.99,2.44,1436.7
IPI00953773.1;IPI00122346.3,1.48473495e6,88.41,6.11,562.7
IPI00308402.1;IPI00915507.1;IPI00828741.1;IPI00130147.2;IPI00754017.1;IPI00757982.1;IPI00750190.1,1.22690103e6,97.36,6.6,524.97
IPI00269662.1;IPI00749630.1;IPI00750059.2;IPI00752179.2;IPI00667787.1;IPI00466185.4;IPI00750428.2;IPI00849731.1;IPI00670004.1;IPI00678360.3;IPI00674712.1;IPI00659723.1;IPI00461800.1;IPI00757273.2;IPI00670681.1;IPI00849556.1;IPI00663550.1;IPI00626666.4;IPI00751584.2;IPI00750631.2,685141.39,,,
IPI00310091.8,1.37255398e6,91.18,6.14,559.16
IPI00308984.6,1.04372861e6,105.49,8.31,374.17
IPI00828513.1;IPI00108895.1,1.39083782e6,88.15,7.65,515.14
IPI00403589.1;IPI00620075.2;IPI00453876.1,952072.0,,5.37,
IPI00116254.1;IPI00828909.3;IPI00108426.2,1.17017815e6,68.16,5.32,508.57
IPI00132473.3;,921413.2,,4.03,
IPI00135977.3;IPI00894694.1,1.02815709e6,45.51,4.52,770.41
IPI00313296.3,1.40501406e6,,,
IPI00230139.5;IPI00856205.1;IPI00858243.1;IPI00856902.1;IPI00849456.1,961227.1,81.02,4.51,338.24
IPI00117063.1;IPI00830623.1;IPI00474942.2;IPI00882153.1;IPI00621195.4,1.19457012e6,156.28,14.65,244.16
IPI00225633.3,1.56163917e6,12.2,0.67,3574.82
IPI00380436.1;IPI00776166.1;IPI00757780.1;IPI00624302.2;IPI00331602.1;IPI00135596.1,1.58617386e6,150.69,10.8,333.14
IPI00132575.3,1.23908399e6,72.05,4.94,559.62
IPI00134300.1;IPI00874426.1;IPI00473603.1;IPI00758127.2;IPI00885227.1;IPI00652011.1,1.48309792e6,51.6,5.25,848.06
IPI00134135.1,962442.97,2.24,0.25,13288.71
IPI00111885.1;IPI00653598.2,1.15433729e6,74.91,4.51,418.06
IPI00123313.1,1.61199509e6,158.22,8.31,298.17
IPI00120684.2,997331.13,93.48,8.28,344.26
IPI00111959.2,1.01980244e6,58.12,5.94,565.99
IPI00126042.3;IPI00757464.1,1.16941773e6,32.67,3.68,1302.06
IPI00228253.2;IPI00881591.1;IPI00776358.1;IPI00330685.8;IPI00880627.1,1.32208813e6,25.24,2.42,
IPI00271986.6;IPI00856384.1,884714.87,,,
IPI00474430.1;IPI00121135.5;IPI00474980.1,1.25393898e6,,,
IPI00830335.1;IPI00130992.1;IPI00830214.1;IPI00110390.1,1.24634916e6,152.08,10.26,257.12
IPI00111981.1;IPI00754697.1;IPI00227836.1,1.15011927e6,28.93,2.22,1101.4
IPI00402913.1;IPI00761635.2;IPI00670546.3;IPI00894843.1,1.02827152e6,,,
IPI00122547.1;IPI00750490.2;IPI00753287.1,1.33685247e6,43.87,4.05,827.38
IPI00124684.1,1.05495492e6,27.05,2.15,1328.02
IPI00318550.5;IPI00875742.1,1.04674369e6,39.71,3.71,762.03
IPI00309035.2,1.11523837e6,63.82,2.58,555.09
IPI00648927.1;IPI00648681.1;IPI00114409.1;IPI00876257.1;IPI00649453.1;IPI00828932.1;IPI00648658.1,1.10473645e6,81,5.55,399.17
IPI00133801.3;IPI00658779.1,633396.59,,,
IPI00114401.1;IPI00828496.2;IPI00652858.1;IPI00880859.1;IPI00881793.1,1.30219096e6,67.91,4.96,713.8
IPI00112948.2;IPI00470981.2;IPI00480414.2;IPI00750847.2;IPI00474993.4,876193.43,36.17,2.08,734.21
IPI00115528.3;IPI00776023.1,1.47548644e6,77.6,5.36,665.61
IPI00132194.3,1.14969667e6,47.62,4.11,774
IPI00274407.1;IPI00625588.1;IPI00460132.1,1.06250144e6,,3.03,
IPI00315550.3,1.22492648e6,17.08,1.05,2338.69
IPI00407954.2,1.49401614e6,92.32,9.3,614.9
IPI00121552.2;IPI00880704.1,1.06420507e6,26.23,2.24,1332.98
IPI00944143.1;IPI00121471.1;IPI00460019.1,1.42983058e6,73.19,5.84,540.31
IPI00406117.1,1.39599417e6,40.46,4.19,1028.59
IPI00125971.1,1.06144612e6,52.05,5.43,713.35
IPI00135640.1;IPI00462789.1,1.1827631e6,131.42,11.35,342.53
IPI00124829.5;IPI00753044.1;IPI00751862.1;IPI00753652.1,1.03808393e6,82.85,6.1,425.84
IPI00114368.3;IPI00880617.1;IPI00880496.1,999639.71,22.03,2.29,1286.46
IPI00132418.1;IPI00756504.1,680602.96,53.32,4.14,559.82
IPI00269613.6;IPI00648893.1;IPI00458929.1,907599.03,94.83,7.45,308.26
IPI00121887.5;IPI00930846.1;IPI00930819.1;IPI00224168.1,948727.68,33.84,3.21,932.16
IPI00459725.2;IPI00608078.1,1.1001548e6,25.07,1.98,1192.73
IPI00380309.3;IPI00410886.2;IPI00410887.1;IPI00955083.1;IPI00758306.9;IPI00312154.3;IPI00223632.1,734214.29,25.7,3,936.91
IPI00123557.3;IPI00856697.1,1.05892085e6,59.04,4.99,492.25
IPI00339468.4;IPI00607914.1,850317.12,63.63,4.52,426.86
IPI00119545.2,705676.4,42.48,4.91,597.9
IPI00410819.3;IPI00117705.1,1.18175203e6,90.74,4.79,396.9
IPI00130016.1;IPI00277026.1,1.14867085e6,26.49,1.49,1555.57
IPI00132578.1;IPI00649024.1;IPI00848436.1,715168.92,66.82,6.75,403.73
IPI00265471.2;IPI00308217.1,1.10323998e6,55.67,4.19,562.44
IPI00315488.1,1.07419476e6,64.22,5.88,498.35
IPI00117083.1,696888.09,16.87,1.03,1666.63
IPI00331436.4;IPI00828469.1,1.08641504e6,40.79,2.53,752.66
IPI00112555.3;IPI00475305.1;,975302.22,124.82,9.21,219.78
IPI00123572.1;IPI00754168.2,770440.22,30.41,2.92,981.94
IPI00224626.3;IPI00874440.1;IPI00459494.1,1.17425042e6,41.07,3.46,931.67
IPI00468688.4,1.22918693e6,96.95,7.65,360.75
IPI00652902.1;IPI00228617.6;IPI00849958.1;IPI00467152.4;IPI00228620.5;IPI00665576.2;IPI00347770.3;IPI00649933.1;IPI00648622.3,990237.55,92.36,5.39,486.95
IPI00226882.7,875426.45,103.81,6.34,319.31
IPI00228385.5;IPI00857114.1,939453.1,44.89,2.56,633.51
IPI00406442.3,689153.95,42.71,3.17,509.49
IPI00776252.1;IPI00469251.5;IPI00271280.4;IPI00468072.1,1.02956908e6,103.06,10.02,295.6
IPI00874456.1;IPI00331564.2,940735.6,34.66,3.64,708.06
IPI00378557.3;IPI00754444.1,580115.07,11.15,1.39,1578.28
IPI00463468.3,940960.06,81.99,8.64,335.56
IPI00132388.3,1.05181953e6,94.54,7.88,443.63
IPI00169448.1;IPI00856562.1;IPI00462642.1;IPI00856169.2,776119.26,76.76,6.2,403.15
IPI00129105.2;IPI00816839.1,989357.72,64.73,6.06,507.79
IPI00223415.4;IPI00918997.1,1.04432177e6,71.2,5.37,377.53
IPI00132208.1;IPI00850734.1;IPI00623518.2;IPI00649208.1;IPI00649780.1;IPI00650074.1;IPI00850048.1;IPI00125454.1;IPI00880277.1,922268.96,5.01,0.41,12921.59
IPI00126072.2,995023.96,50.27,2.66,548.96
IPI00331745.2,965551.84,43.34,3.41,722.86
IPI00111271.1,745864.35,28.84,1.96,1295.83
IPI00115564.5,1.20860565e6,140.25,14.27,219.89
IPI00132250.1,1.06555868e6,130.67,9.63,388.21
IPI00109109.1,770396.53,15.21,0.88,
IPI00928532.1;IPI00120914.1,1.44036924e6,120.6,7.54,458.9
IPI00336324.11;IPI00649695.1,1.18371176e6,31.97,1.8,971.29
IPI00337955.1;IPI00461920.1,497146.95,70.05,5.93,362.33
IPI00119618.1,1.23963209e6,99.87,4.65,356.97
IPI00133218.3,745563.22,20.66,1.84,1127.42
IPI00116649.1;IPI00830538.1;IPI00116645.1;IPI00228258.1,1.07532081e6,147.89,11.73,467.4
IPI00119057.1;IPI00666471.2,851881.05,17.44,1.54,1440.79
IPI00224728.1,1.15543164e6,,,
IPI00310880.4,831221.47,44.84,4.57,660.72
IPI00121623.1;IPI00381660.4;IPI00605376.1,982456.24,33.65,1.42,1094.01
IPI00271951.5,983943.31,53.95,2.91,505.49
IPI00123802.5;IPI00224109.2;IPI00830204.1;IPI00830521.1,1.10530166e6,,,
IPI00132347.1;IPI00555000.2;IPI00121419.1,807606.05,74.1,8.37,448.75
IPI00114052.1;IPI00128699.3,1.06955473e6,135.62,9.63,242.9
IPI00117896.3,854536.58,11.6,0.73,2784.67
IPI00134484.1,751678.71,46.25,3.15,552.76
IPI00132352.2;IPI00798535.1,1.02848303e6,19.89,1.09,1750.25
IPI00408243.1;IPI00881571.1,556387.48,8.72,0.69,1579.08
IPI00133066.3;IPI00318982.3;IPI00650011.1;IPI00875470.1;,1.0689732e6,66.77,6.6,472.06
IPI00131725.3;IPI00675076.2,914968.94,72.72,5.48,427.52
IPI00116120.3;IPI00885252.1,511120.65,29.58,1.99,683.79
IPI00111770.7;IPI00875971.1,890168.46,174,10.71,162.2
IPI00322440.5;IPI00880781.1;IPI00880953.1,875663.3,16.03,0.94,1799.94
IPI00314844.2;IPI00762705.2;IPI00776355.1,803255.61,,,
IPI00132728.2;IPI00845772.1,844686.65,146.03,11.02,159.09
IPI00129164.1;IPI00605090.5;,859063.31,37.72,2.81,633.43
IPI00761839.1;IPI00404370.3,619710.96,35.42,5.83,1146.83
IPI00351252.4;IPI00672776.1;IPI00750236.1,765064.34,26.61,1.96,1095.79
IPI00177038.1;IPI00457901.1,868094.03,39.94,3.24,690.71
IPI00123202.1,986737.61,75.08,4.45,1019.5
IPI00118821.2,933753.91,24.8,2.52,1032.9
IPI00113660.1;IPI00649191.2,785098.74,50.53,4.53,750.61
IPI00124749.2;IPI00874731.1;IPI00750736.1,436564.2,59.22,5.77,224.09
IPI00678003.1;IPI00652888.1,688604.19,25.05,2.39,888.65
IPI00114945.1;IPI00831059.1;IPI00831174.1;IPI00831525.1;IPI00831255.1;IPI00885929.1;IPI00831048.1;IPI00831621.1,1.23041744e6,35.69,3.43,1077.01
IPI00121105.2,948372.31,27.59,2.17,770.88
IPI00420724.4;IPI00626752.1,938392.62,55.68,4.9,820.15
IPI00270326.1,919895.2,97.25,8.24,333.97
IPI00553798.2;IPI00605894.1;IPI00875448.1;IPI00408251.1;IPI00229231.1;,580568.97,63.05,6.42,323.08
IPI00132276.1;IPI00407347.3;IPI00125990.1;IPI00761439.2,578143.01,24.19,2.27,1051.42
IPI00122928.1,1.37037185e6,132.07,13.61,333.24
IPI00109611.1,487002.02,49.67,3.37,289.15
IPI00625105.2;IPI00230541.3;IPI00408577.1,805561.79,115.83,10.32,265.67
IPI00123278.1,574649.07,26.06,3.11,703.35
IPI00399959.1;IPI00652514.2,968994.43,,,
IPI00311369.1;IPI00405558.1,717766.98,38.87,3.19,548.89
IPI00463573.3,964493.18,222.77,16.44,187.51
IPI00118344.1;IPI00881216.1;IPI00881557.1;IPI00886102.1,1.05328684e6,68.19,7.33,611.23
IPI00113746.3,1.09497951e6,114.63,9.35,316.76
IPI00116697.1;IPI00230011.3;IPI00757748.1;IPI00458129.1;IPI00850244.1,656525.0,23.27,2.16,950.7
IPI00117087.1;,874569.32,68.96,3.23,481.1
IPI00228236.6,750303.48,23.61,1.58,1139.96
IPI00467266.1,813894.05,20.22,1.52,2018.85
IPI00133428.3,921646.78,67.36,5.7,420.68
IPI00153234.2;IPI00816895.1,514398.68,39.75,3.61,347.04
IPI00408176.2;IPI00120162.1;IPI00850570.1;IPI00750022.1;IPI00886423.1;IPI00128296.1,846353.72,18.19,2.25,1852.25
IPI00230355.2;IPI00911165.1;IPI00467056.3;IPI00652945.1,597062.69,20.09,1.11,990.99
IPI00130436.5,791925.16,25.42,3.09,1471.86
IPI00381291.1;IPI00230569.1;IPI00345779.2;IPI00856222.1,679376.3,,,
IPI00331321.1;IPI00555071.2;IPI00755220.1;IPI00652828.1;IPI00752339.1,1.02472164e6,33.6,2.51,1352.5
IPI00323422.1;IPI00850385.1,717617.24,34.29,3.42,1090.44
IPI00453589.1,559863.21,58.62,3.9,651.4
IPI00126762.1,608674.75,65.49,4.75,319.63
IPI00323130.3;IPI00677111.1,639769.6,23.89,2.33,917.53
IPI00828412.1;IPI00122696.5;IPI00881032.1,700005.12,36.39,2.17,908.77
IPI00137409.3,740397.05,17.2,1.27,
IPI00309768.7,1.04675235e6,65.15,6.11,601.89
IPI00132950.1;IPI00666485.1,1.09119167e6,579.26,39.85,53.29
IPI00319965.3,906917.54,41.59,3.91,596.63
IPI00403810.2,1.41259551e6,,,
IPI00125776.1;IPI00113187.1,469323.37,,,
IPI00124245.1;IPI00331295.4,612521.91,42.97,4.01,610.85
IPI00620145.1;IPI00666196.1;IPI00469103.1;IPI00849028.1,711916.61,73.14,4.77,272.77
IPI00266281.4;IPI00654054.1,751365.46,20.54,1.55,1647.53
IPI00154005.3;IPI00776078.1,740769.4,7.27,0.7,2735.86
IPI00314439.3;IPI00652694.1;IPI00649807.1,826919.99,124.63,8.73,208.87
IPI00762774.2,766193.65,225.92,20.73,175.11
IPI00515330.1;IPI00457611.2,693942.79,,,
IPI00318548.3;IPI00605097.1;IPI00944162.1;IPI00850393.1,1.10077058e6,,4.57,
IPI00466570.4;IPI00556853.1;IPI00653966.1,856859.23,10.74,0.64,2245.29
IPI00154054.1,798950.28,12.43,0.75,
IPI00314069.1;IPI00127260.2,755180.28,46.78,3.72,398.67
IPI00468902.2;IPI00877268.1;IPI00877355.1;IPI00762269.1,736451.35,14.18,1.46,1850.07
IPI00876197.1;IPI00123259.5;IPI00466710.1;IPI00473794.1;IPI00263944.4;IPI00652874.1;IPI00776101.1,400236.71,29.1,2.88,533.68
IPI00225307.1;IPI00469317.4;IPI00648308.1;IPI00649605.1,848861.47,116.53,9.25,220.1
IPI00116753.4;IPI00848750.1;IPI00849166.1,973524.7,15.85,1.67,1075.59
IPI00153740.1,1.01514799e6,101.83,7.77,340.38
IPI00153103.3,883253.99,,,
IPI00405227.3;IPI00623058.4,825457.58,63.74,4.77,444.81
IPI00112719.1,775413.31,34.92,2.47,619.8
IPI00663627.1,768468.07,80.2,4.49,307.7
IPI00222972.5;IPI00673974.1,646728.43,76.3,5.41,286.38
